,PRT_ID,AREA,INT_SQFT,DATE_SALE,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,DATE_BUILD,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,REG_FEE,COMMIS,SALES_PRICE
4103,4948,8,1882,2009-04-03,117,2.0,1.0,5,2,1,1967-04-14,0,1,1,3,4.2,3.4,3.7,3.775,731190,197619,19761890
4104,5762,3,757,2008-04-20,155,1.0,1.0,2,1,1,1994-04-24,2,1,1,5,4.2,3.2,4.0,3.74,247934,132822,8854790
4105,4096,9,1884,2009-12-18,92,3.0,2.0,5,3,1,1972-12-27,1,1,4,3,2.1,2.3,2.7,2.37,308619,209064,9955440
4106,2590,6,1729,2011-01-31,82,2.0,1.0,4,0,1,2005-02-01,2,2,4,3,2.6,2.6,2.1,2.4,489601,212870,10643500
4107,4663,0,866,2009-07-18,177,1.0,1.0,3,2,1,1980-07-25,2,1,4,0,2.8,4.7,4.6,4.08,206669,86668,6666735
4108,3736,7,919,2010-03-18,146,1.0,1.0,3,0,1,1994-03-22,0,0,0,4,2.0,5.0,4.4,3.86,497683,137657,10589000
4109,3941,6,1587,2010-01-27,80,2.0,1.0,4,2,0,2005-01-28,1,3,4,4,2.5,2.9,4.1,3.26,368332,161707,8983700
4110,391,3,1282,2013-12-23,109,2.0,1.0,4,0,1,1997-12-27,2,2,0,3,4.8,3.5,4.7,4.25,343274,77513,11073340
4111,2951,3,928,2010-10-18,79,1.0,1.0,3,3,0,1972-10-27,2,1,4,5,2.8,2.9,2.4,2.72,279010,76094,8454860
4112,5902,3,898,2008-02-12,18,1.0,1.0,3,3,0,1979-02-19,1,1,4,3,2.6,4.3,2.6,3.28,190460,47615,6802150
4113,1662,0,692,2011-10-16,118,1.0,1.0,2,0,1,1986-10-22,0,2,1,0,2.7,4.8,3.6,3.57,273510,85960,7814575
4114,1265,8,1972,2012-02-05,175,2.0,1.0,5,4,1,1973-02-14,2,1,4,3,4.5,4.9,2.4,3.655,487956,181241,13941590
4115,1736,6,2079,2011-09-28,102,3.0,2.0,5,4,0,2001-09-30,2,3,4,3,3.2,4.2,2.3,3.14,471086,177966,10468580
4116,3906,6,1486,2010-02-05,128,2.0,1.0,4,4,0,1999-02-08,0,3,4,4,4.0,2.1,4.4,3.59,529906,214486,12616820
4117,5920,2,1742,2008-02-04,9,1.0,1.0,4,1,1,1967-02-14,0,2,4,5,4.3,4.9,2.5,3.73,755385,188846,20982920
4118,669,8,1936,2013-03-22,103,2.0,1.0,5,0,1,1989-03-28,1,3,4,4,2.0,4.6,2.2,2.74,441219,261974,13788080
4119,1393,7,1214,2012-01-03,145,1.0,1.0,3,1,0,1963-01-15,0,3,1,5,4.3,3.9,3.2,3.74,309558,89872,9985750
4120,1769,7,1257,2011-09-17,133,1.0,1.0,3,0,1,1977-09-25,1,1,1,3,2.4,4.0,2.4,2.88,326340,126540,6660000
4121,4455,7,841,2009-09-17,118,1.0,1.0,2,4,1,1990-09-22,1,0,1,2,2.7,2.9,4.8,3.6,241009,42846,5355750
4122,4303,6,2255,2009-10-27,181,4.0,2.0,6,3,0,1995-10-31,0,0,4,3,3.1,2.9,3.0,3.0,509468,424557,16982280
4123,6948,9,1605,2005-06-02,3,2.0,1.0,4,4,1,1971-06-11,0,3,4,3,2.5,4.7,2.4,3.46,426538,151352,13759280
4124,268,3,1188,2014-05-20,111,1.0,1.0,3,0,0,2000-05-23,0,3,4,3,4.5,4.5,4.4,4.47,346688,64202,12840300
4125,764,3,1213,2012-12-17,142,2.0,1.0,4,4,1,2005-12-19,2,2,1,4,4.7,4.4,4.6,4.55,256077,30729,10243060
4126,4165,3,731,2009-12-01,89,1.0,1.0,2,2,1,1971-12-11,0,2,4,5,4.5,3.0,4.3,3.84,363980,121327,11029700
4127,4279,6,1781,2009-11-02,185,3.0,2.0,5,4,1,2003-11-04,0,2,0,4,4.6,4.2,4.4,4.4,679338,274970,16174720
4128,164,3,702,2014-09-05,62,1.0,1.0,2,2,0,1995-09-10,0,2,4,3,4.1,3.5,2.6,3.41,248725,97714,8883050
4129,6224,2,1949,2007-08-18,2,2.0,1.0,5,3,0,1988-08-22,2,2,0,5,3.9,4.3,3.8,3.96,526206,278580,15476650
4130,3638,2,1857,2010-04-12,71,2.0,1.0,5,0,0,1980-04-19,2,2,0,4,2.9,4.4,2.9,3.275,366422,225491,14093160
4131,1794,6,1904,2011-09-12,73,3.0,2.0,5,0,0,1986-09-18,2,0,4,4,4.0,3.5,2.9,3.41,517554,194083,10782380
4132,1030,7,1199,2012-04-03,91,1.0,1.0,3,0,0,1974-04-13,0,1,4,1,2.9,3.9,2.1,2.88,352778,180309,7839500
4133,2385,7,1228,2011-04-05,141,1.0,1.0,3,1,1,1999-04-08,0,1,0,3,2.0,4.0,2.6,2.84,553488,219089,11531000
4134,4984,9,1786,2009-03-24,37,2.0,1.0,4,0,1,1998-03-27,0,3,0,5,3.2,3.7,4.5,3.82,672394,224131,17240870
4135,6787,9,1953,2006-09-10,106,3.0,2.0,5,2,1,1953-09-23,2,1,1,1,3.0,3.6,3.6,3.45,294242,151579,8916410
4136,3519,7,1287,2010-05-13,140,1.0,1.0,3,4,0,1983-05-20,0,0,0,4,2.1,3.6,3.2,2.99,513769,185831,10931250
4137,5603,6,1369,2008-07-04,55,2.0,1.0,4,1,0,1978-07-12,1,2,4,5,2.1,3.3,4.0,3.22,355048,182076,9103800
4138,2198,6,1771,2011-05-23,64,2.0,1.0,4,0,1,1991-05-28,1,0,0,4,3.4,2.6,3.9,3.36,476879,221804,11090200
4139,974,0,1082,2012-05-23,100,1.0,1.0,3,0,1,1984-05-30,1,2,0,2,4.6,4.9,4.6,4.66,348757,110134,9177820
4140,4739,6,1636,2009-06-23,141,2.0,1.0,4,0,1,1984-06-29,1,0,4,4,3.2,3.3,2.0,2.75,422365,191070,10056300
4141,4677,7,602,2009-07-14,0,1.0,1.0,2,1,0,1983-07-21,2,3,4,5,3.8,2.2,4.7,3.68,328013,118085,6560250
4142,4323,8,1854,2009-10-20,29,2.0,1.0,5,0,0,1980-10-27,1,1,1,4,3.5,2.7,2.6,2.895,316030,175572,11704830
4143,3285,7,1655,2010-07-15,89,2.0,2.0,4,0,1,1985-07-21,2,1,1,5,4.3,3.9,3.5,3.86,482056,236109,9837875
4144,3099,0,698,2010-08-31,140,1.0,1.0,2,2,0,1994-09-04,0,2,0,3,3.9,3.5,2.9,3.32,365524,108669,9879040
4145,538,5,1101,2013-07-21,74,1.0,1.0,3,2,0,1982-07-29,1,3,0,4,2.0,3.7,3.2,3.04,214316,85727,8572650
4146,1175,7,785,2012-02-26,173,1.0,1.0,2,1,1,1990-03-03,2,0,4,2,3.7,4.2,2.7,3.45,223597,65764,6576375
4147,4676,0,1135,2009-07-15,172,1.0,1.0,3,0,1,1975-07-24,1,0,0,5,2.0,3.2,2.6,2.54,364528,110463,11046310
4148,2724,7,1308,2010-12-24,9,1.0,1.0,3,1,1,1978-01-01,2,1,4,3,2.2,3.8,3.2,3.08,395628,107149,8242250
4149,6563,0,924,2007-02-06,100,1.0,1.0,3,2,0,1981-02-12,0,0,1,3,3.7,2.7,3.1,3.2,359448,42288,10571990
4150,1733,7,508,2011-09-28,67,1.0,1.0,2,1,1,1962-10-10,0,1,0,2,5.0,4.8,3.6,4.38,214712,161034,6709750
4151,3354,9,1725,2010-06-28,60,2.0,1.0,4,0,0,2002-06-30,1,0,4,4,4.1,2.5,2.5,2.9,314149,196343,9817160
4152,2019,7,1665,2011-07-09,122,2.0,2.0,4,1,0,2001-07-11,0,0,1,2,3.1,4.2,4.4,3.95,368432,92108,11513500
4153,3335,6,1868,2010-07-03,98,3.0,2.0,5,4,1,2001-07-05,2,2,0,3,2.0,2.6,2.4,2.34,374489,215615,11348140
4154,6721,2,1951,2006-11-13,120,2.0,1.0,5,2,1,1970-11-22,0,1,1,3,2.7,3.0,2.4,2.655,527076,222994,20272170
4155,831,8,1665,2012-10-27,159,1.0,1.0,4,3,1,1990-11-02,0,0,4,5,5.0,3.1,4.8,4.435,516407,103281,20656290
4156,6604,2,1537,2007-01-15,16,1.0,1.0,4,1,0,1992-01-19,0,0,4,3,4.8,3.4,4.0,4.13,706816,123693,17670400
4157,3214,3,912,2010-08-03,199,1.0,1.0,3,2,1,1984-08-09,0,0,4,3,4.7,3.4,2.6,3.55,359082,173750,11583300
4158,4254,7,724,2009-11-07,77,1.0,1.0,2,3,1,1978-11-15,0,0,4,3,2.3,3.4,3.2,2.99,393629,184765,8033250
4159,1716,7,516,2011-10-02,186,1.0,1.0,2,4,0,1978-10-10,0,2,1,0,2.8,5.0,5.0,4.34,149929,63303,3331750
4160,4215,8,1764,2009-11-18,118,1.0,1.0,4,1,1,1971-11-28,2,0,1,4,3.8,2.7,4.8,3.975,391192,251480,13971130
4161,759,3,872,2012-12-25,166,1.0,1.0,3,2,0,1983-01-02,2,1,0,3,4.3,4.6,4.7,4.54,200037,115406,7693740
4162,5874,3,887,2008-02-25,46,1.0,1.0,3,3,1,1969-03-06,0,0,0,5,4.3,5.0,4.8,4.73,380435,157421,13118450
4163,2237,3,1080,2011-05-13,56,1.0,1.0,3,4,1,2002-05-15,0,1,4,3,2.0,4.0,4.5,3.55,330766,114496,12721750
4164,5229,3,1045,2008-12-06,172,1.0,1.0,3,4,1,1976-12-14,1,0,0,4,4.3,3.6,2.9,3.6,312840,151680,9480000
4165,1082,7,1530,2012-03-18,128,2.0,2.0,4,2,0,2001-03-21,0,2,1,5,3.4,2.5,3.8,3.29,481850,301156,12046250
4166,6048,0,1132,2007-11-16,190,1.0,1.0,3,2,0,2002-11-17,1,3,1,0,2.0,4.9,4.8,3.98,199662,54453,6050375
4167,4403,6,2365,2009-10-04,21,4.0,2.0,6,4,1,1984-10-10,2,2,4,4,2.6,3.9,2.6,2.99,516992,245571,12924800
4168,6811,9,1781,2006-07-09,30,2.0,1.0,4,0,0,1968-07-18,1,0,4,5,2.9,2.8,4.8,3.43,391892,190922,10048510
4169,2355,3,1138,2011-04-11,70,1.0,1.0,3,2,0,1971-04-21,0,3,4,3,2.0,3.1,4.4,3.16,388423,164786,11770400
4170,1747,6,2375,2011-09-25,26,4.0,2.0,6,2,0,1993-09-29,1,0,0,3,4.1,3.0,4.9,4.09,489398,239009,11381360
4171,2970,7,1115,2010-10-10,65,1.0,1.0,3,3,0,1999-10-13,2,1,1,3,4.8,2.4,3.1,3.4,186746,62249,6224875
4172,4951,3,811,2009-04-02,39,1.0,1.0,3,1,0,1970-04-12,0,1,4,5,4.1,2.8,2.5,3.1,326702,163351,10890050
4173,399,2,1586,2013-12-19,14,1.0,1.0,4,2,0,1969-12-30,1,0,4,4,2.3,4.8,3.2,3.285,272061,195884,10882430
4174,5877,3,1103,2008-02-23,10,1.0,1.0,3,1,1,2002-02-24,2,3,0,3,3.9,4.8,2.8,3.93,274581,116169,10560810
4175,3919,7,939,2010-02-01,169,1.0,1.0,3,3,1,1986-02-07,1,0,1,1,3.3,4.6,5.0,4.37,260999,111857,5326500
4176,6885,9,1727,2006-01-02,65,2.0,1.0,4,2,0,1964-01-13,1,2,0,0,4.3,4.8,4.7,4.65,293672,146836,7341790
4177,1525,8,1672,2011-11-25,169,1.0,1.0,4,2,0,1998-11-28,0,0,4,4,3.1,4.8,2.5,3.255,567333,340400,18911110
4178,845,2,1581,2012-10-18,143,1.0,1.0,4,3,1,1997-10-22,0,2,1,3,3.7,4.7,4.9,4.43,702429,144088,18011000
4179,980,2,1781,2012-05-15,109,1.0,1.0,4,3,0,1985-05-22,0,0,1,5,3.3,4.7,4.2,4.01,732194,178101,19789040
4180,4810,6,1668,2009-05-24,132,2.0,1.0,4,1,0,1988-05-29,0,0,0,3,2.7,3.6,2.0,2.69,424177,268645,14139220
4181,4200,0,1263,2009-11-21,58,2.0,2.0,4,1,0,1969-12-01,1,0,1,2,3.8,2.1,2.5,2.81,293288,63414,7926700
4182,5700,0,819,2008-05-17,7,1.0,1.0,3,3,0,1995-05-21,1,0,1,4,3.7,2.9,3.0,3.19,269438,14969,7484395
4183,2552,7,1145,2011-02-11,190,1.0,1.0,3,3,0,1980-02-19,1,2,4,4,4.3,2.6,2.3,2.99,274230,75413,6855750
4184,1368,3,1074,2012-01-10,3,1.0,1.0,3,3,1,1973-01-19,0,3,0,3,3.3,3.4,2.3,3.04,322616,141951,12904650
4185,4758,8,1707,2009-06-15,36,1.0,1.0,4,2,0,1971-06-25,2,1,4,5,3.9,4.8,4.0,4.17,352546,235031,13057270
4186,5055,6,2145,2009-02-21,70,3.0,2.0,5,1,0,1987-02-27,0,3,0,4,2.3,3.7,4.5,3.6,607510,433936,17357440
4187,6292,0,737,2007-07-06,17,1.0,1.0,2,4,0,1976-07-13,1,2,1,5,3.0,2.3,4.1,3.41,276667,96833,6916665
4188,1820,0,1178,2011-09-05,109,1.0,1.0,3,4,0,1983-09-12,2,0,1,0,4.3,4.8,4.3,4.4,246125,79824,6652020
4189,6684,0,1261,2006-12-07,144,2.0,2.0,4,1,1,1967-12-17,2,2,4,1,4.7,4.3,2.3,3.42,337865,57920,9653285
4190,2143,7,807,2011-06-06,67,1.0,1.0,2,3,1,2004-06-07,2,3,1,5,3.0,3.9,4.1,3.71,235705,60827,7603375
4191,6316,3,1167,2007-06-20,142,1.0,1.0,3,4,0,1996-06-22,2,3,0,4,4.8,4.3,2.6,3.94,244751,78320,9790040
4192,2400,7,1575,2011-04-01,78,2.0,2.0,4,1,0,1968-04-11,1,2,1,4,4.8,3.9,4.0,4.21,373858,106817,7629750
4193,2605,7,1177,2011-01-26,77,1.0,1.0,3,4,0,1990-01-31,1,0,1,5,2.0,3.3,3.9,3.15,245499,56114,7014250
4194,1089,7,1069,2012-03-16,177,1.0,1.0,3,0,0,1971-03-27,2,0,1,1,2.1,4.5,4.7,3.86,205090,60595,4661125
4195,4659,0,679,2009-07-19,120,1.0,1.0,2,0,0,1982-07-26,2,0,1,1,2.5,4.4,4.5,3.88,169861,46326,5147305
4196,3437,7,642,2010-06-04,119,1.0,1.0,2,0,1,1980-06-11,0,1,0,2,4.6,3.8,4.0,4.12,346602,169614,7374500
4197,6831,9,1850,2006-05-07,30,3.0,2.0,5,2,1,1956-05-19,1,2,0,3,3.7,2.2,4.3,3.21,317302,81884,10235550
4198,6741,2,1692,2006-10-28,128,1.0,1.0,4,4,0,1990-11-01,0,1,4,3,2.0,3.0,4.8,3.37,679243,142999,17874820
4199,3032,8,1788,2010-09-22,188,1.0,1.0,4,1,1,2000-09-24,0,3,0,3,4.3,3.9,3.5,3.84,742623,381920,21217800
4200,6668,0,817,2006-12-16,40,1.0,1.0,3,4,0,1994-12-19,0,3,4,5,4.6,4.1,4.1,4.25,346796,173398,11559880
4201,1807,7,1639,2011-09-08,43,2.0,2.0,4,4,1,1975-09-17,1,2,0,4,2.5,3.3,4.5,3.54,416438,170361,9464500
4202,3602,7,883,2010-04-19,1,1.0,1.0,2,3,0,1966-04-30,2,2,4,1,5.0,4.6,2.7,3.96,170682,58391,4491625
4203,6019,9,1827,2007-12-09,162,3.0,2.0,5,1,0,2001-12-10,1,2,4,1,2.5,4.1,2.2,3.13,325727,184872,8803420
4204,5001,2,1986,2009-03-13,199,2.0,1.0,5,2,0,1990-03-18,2,0,1,3,3.8,3.1,4.6,3.945,516583,211931,13245710
4205,6963,9,1958,2005-04-16,65,3.0,2.0,5,0,1,1987-04-21,0,0,1,1,4.0,3.8,2.7,3.52,465110,210050,15003560
4206,5176,0,870,2008-12-28,94,1.0,1.0,3,3,0,1984-01-04,0,3,1,4,2.5,3.2,2.9,2.84,352152,53356,10671275
4207,7076,9,1662,2004-05-14,15,2.0,1.0,4,4,0,1963-05-25,1,1,4,3,4.1,2.5,2.8,2.99,306997,149563,7871720
4208,4866,2,1835,2009-05-05,124,2.0,1.0,5,0,0,1987-05-11,2,0,4,5,4.5,2.0,4.0,3.675,461752,230876,14429740
4209,1482,0,1270,2011-12-09,179,2.0,2.0,4,3,1,1977-12-17,2,0,1,3,4.2,2.3,3.5,3.47,407424,101856,10185610
4210,5184,6,2292,2008-12-25,122,4.0,2.0,6,4,1,1995-12-29,2,2,4,4,2.8,3.2,3.7,3.28,466074,245984,12946500
4211,4383,7,1028,2009-10-06,99,1.0,1.0,3,4,0,1994-10-10,0,0,0,4,4.5,5.0,4.0,4.45,400050,220028,10001250
4212,4518,6,1865,2009-09-03,111,3.0,2.0,5,4,1,1987-09-09,0,2,0,5,5.0,4.9,3.3,4.29,829837,287902,16935440
4213,4532,0,981,2009-08-25,169,1.0,1.0,3,2,1,2000-08-27,2,3,1,4,4.5,2.4,2.2,2.93,345874,56088,9347935
4214,1920,7,916,2011-08-08,113,1.0,1.0,3,3,1,1966-08-19,2,3,0,0,3.4,5.0,2.0,3.32,266278,114119,5434250
4215,6202,9,1908,2007-08-31,60,3.0,2.0,5,3,1,1995-09-03,2,2,4,3,3.5,4.2,2.5,3.52,373232,209943,11663490
4216,1362,2,1936,2012-01-12,58,2.0,1.0,5,3,1,1974-01-21,2,0,4,5,2.6,4.6,2.8,3.18,420915,280610,15589440
4217,1177,9,1926,2012-02-26,3,3.0,2.0,5,1,0,1957-03-11,1,3,4,5,4.1,2.7,2.5,2.99,413480,165392,10337000
4218,6160,3,1083,2007-09-18,34,1.0,1.0,3,2,1,1969-09-27,0,3,0,5,3.0,5.0,3.6,3.98,397625,213014,14200900
4219,5043,2,1780,2009-02-28,27,1.0,1.0,4,0,1,1977-03-08,1,0,4,5,3.6,2.2,3.9,3.37,520955,178221,13709340
4220,4295,9,1707,2009-10-28,94,2.0,1.0,4,1,0,1957-11-10,0,3,0,2,4.6,4.3,4.6,4.47,547408,95796,13685190
4221,2567,3,900,2011-02-07,145,1.0,1.0,3,0,0,1988-02-13,2,1,0,3,4.6,3.7,3.1,3.79,230644,47720,7953250
4222,6693,8,1519,2006-12-01,91,1.0,1.0,4,1,0,1986-12-06,2,2,0,3,3.9,2.0,2.1,2.615,332986,209658,12332820
4223,6155,8,1934,2007-09-21,119,2.0,1.0,5,0,1,1988-09-25,0,3,4,4,2.4,2.2,4.4,3.25,838032,154374,22053480
4224,4221,7,1043,2009-11-16,106,1.0,1.0,3,2,1,1981-11-23,2,3,0,2,5.0,4.3,4.8,4.71,323692,183916,7356625
4225,3018,7,704,2010-09-26,1,1.0,1.0,2,3,1,1971-10-06,2,2,4,5,2.4,2.2,3.2,2.66,352236,168780,7338250
4226,2944,7,1539,2010-10-19,71,2.0,2.0,4,4,0,1990-10-24,0,0,0,0,3.0,2.6,2.7,2.76,309876,169932,9996000
4227,2894,7,1279,2010-11-03,182,1.0,1.0,3,4,1,1986-11-09,2,2,1,2,5.0,2.0,4.5,3.9,219172,89039,6849125
4228,2742,7,1568,2010-12-17,143,2.0,2.0,4,1,1,1996-12-20,0,3,1,0,2.6,3.6,3.9,3.42,376650,209250,10462500
4229,5772,6,2011,2008-04-13,119,3.0,2.0,5,3,1,1992-04-17,0,2,0,4,3.2,3.3,4.4,3.71,560765,315431,17523920
4230,4075,7,1566,2009-12-24,79,2.0,2.0,4,0,0,1978-01-01,0,3,0,0,3.6,4.4,4.1,4.04,350350,190190,10010000
4231,2276,6,1812,2011-05-02,196,3.0,2.0,5,4,0,2004-05-03,0,0,4,4,3.4,3.8,3.7,3.64,699047,297467,14873340
4232,4278,8,1729,2009-11-02,104,1.0,1.0,4,1,0,1998-11-05,0,2,0,4,3.0,4.6,4.2,3.94,716143,225073,20461220
4233,5553,2,1569,2008-07-23,187,1.0,1.0,4,4,1,1976-07-31,1,0,1,4,2.2,3.1,3.5,2.945,336942,67388,11231390
4234,3784,6,2068,2010-03-06,155,3.0,2.0,5,2,1,1997-03-09,2,2,0,4,2.5,3.5,2.0,2.6,419470,139823,12711220
4235,841,2,1869,2012-10-21,69,2.0,1.0,5,1,0,1976-10-30,2,3,0,5,3.1,4.9,4.7,4.19,525381,105076,15010890
4236,499,3,1271,2013-08-27,3,2.0,1.0,4,0,0,2001-08-30,2,2,4,4,2.4,3.6,4.5,3.51,314317,121671,10139270
4237,3766,6,1527,2010-03-11,121,2.0,1.0,4,2,0,2000-03-13,1,0,0,5,2.0,4.0,2.2,2.68,390304,230179,10007800
4238,2410,7,601,2011-03-30,149,1.0,1.0,2,2,0,1989-04-04,1,0,1,5,2.9,2.0,5.0,3.47,169080,84540,5636000
4239,5996,0,1206,2007-12-24,63,2.0,2.0,4,0,0,1984-12-29,1,1,0,1,2.9,2.4,3.3,3.0,283595,102409,7877645
4240,6400,2,1878,2007-05-06,163,2.0,1.0,5,3,0,1971-05-15,1,3,1,4,3.9,3.7,2.7,3.37,316333,93728,11716020
4241,2017,7,884,2011-07-09,21,1.0,1.0,2,2,0,1964-07-20,1,1,4,0,2.9,4.9,3.8,3.86,106466,61299,3226250
4242,4213,3,728,2009-11-19,198,1.0,1.0,2,0,1,1998-11-22,1,0,0,5,3.3,2.0,4.6,3.17,252954,74949,9368650
4243,2941,7,907,2010-10-20,104,1.0,1.0,3,1,1,1995-10-24,1,1,1,4,2.9,2.6,3.5,3.05,353738,155645,7074750
4244,5924,9,1534,2008-02-01,171,2.0,1.0,4,4,0,1953-02-14,1,3,1,1,4.6,3.5,4.1,3.96,189963,67046,5587150
4245,4772,6,2038,2009-06-09,155,3.0,2.0,5,2,1,1987-06-15,0,3,0,3,2.7,2.9,2.9,2.84,580763,348458,16593240
4246,3238,6,1512,2010-07-28,144,2.0,1.0,4,2,0,1999-07-31,1,2,4,5,4.9,3.9,3.9,4.2,331759,94788,9478820
4247,4018,7,695,2010-01-08,56,1.0,1.0,2,2,0,1998-01-11,2,0,4,4,3.1,3.2,5.0,3.89,305094,133479,6356125
4248,5102,9,1581,2009-01-28,64,2.0,1.0,4,0,0,1975-02-06,2,3,4,0,3.4,4.0,3.2,3.61,242938,100033,7145230
4249,2845,0,1238,2010-11-17,108,2.0,2.0,4,3,0,1983-11-24,1,3,0,5,4.3,2.4,4.3,3.92,329415,10626,10626305
4250,3659,7,1173,2010-04-07,79,1.0,1.0,3,2,0,1988-04-12,2,0,0,5,4.1,3.5,2.7,3.36,367285,131173,8744875
4251,60,3,797,2014-12-22,166,1.0,1.0,2,3,1,1982-12-30,0,0,0,5,2.9,3.4,4.1,3.46,394726,209698,12335200
4252,2837,7,1684,2010-11-20,182,2.0,2.0,4,3,1,2004-11-21,2,1,1,5,4.7,2.1,4.2,3.72,390792,154260,10284000
4253,1481,9,1974,2011-12-09,16,3.0,2.0,5,3,0,1979-12-17,0,3,1,2,3.6,3.4,4.0,3.63,454878,170579,14214940
4254,3176,3,893,2010-08-12,57,1.0,1.0,3,3,0,1970-08-22,2,1,0,3,4.9,4.7,4.3,4.64,247277,115911,7727410
4255,4185,7,1026,2009-11-25,75,1.0,1.0,3,1,0,1994-11-29,2,3,0,0,2.4,5.0,2.0,3.02,211432,89024,5564000
4256,4930,2,1812,2009-04-14,193,2.0,1.0,5,3,0,1983-04-21,1,2,4,4,3.1,3.6,4.4,3.745,458499,111527,12391870
4257,1095,0,1282,2012-03-15,183,2.0,2.0,4,2,1,1979-03-24,1,2,1,1,4.6,3.1,3.5,3.75,279170,103692,7976295
4258,4754,6,2449,2009-06-17,149,4.0,2.0,6,1,0,1984-06-23,1,0,4,5,2.7,4.1,3.2,3.32,528053,289172,12572700
4259,2954,3,932,2010-10-17,95,1.0,1.0,3,1,1,1998-10-20,2,1,1,5,4.9,4.4,3.2,4.19,323434,147016,9801040
4260,1962,9,1564,2011-07-26,82,2.0,1.0,4,4,1,1996-07-29,0,3,4,5,3.8,2.1,2.0,2.5,581792,179013,14917750
4261,4896,6,1566,2009-04-25,113,2.0,1.0,4,3,1,2004-04-26,2,0,4,3,3.2,2.5,3.6,3.15,331604,238340,10362620
4262,3655,7,1266,2010-04-09,46,1.0,1.0,3,1,0,1996-04-12,1,3,0,1,2.6,5.0,4.5,4.08,247133,71539,6503500
4263,6159,8,1945,2007-09-19,174,2.0,1.0,5,4,0,1992-09-22,2,1,1,5,4.8,3.0,2.2,3.18,540714,124780,13864450
4264,1874,7,1649,2011-08-21,93,2.0,2.0,4,3,1,1990-08-26,2,0,4,1,5.0,4.9,2.6,4.01,413493,118141,8438625
4265,2642,7,1081,2011-01-14,160,1.0,1.0,3,0,1,2003-01-16,1,2,1,1,4.4,3.6,4.8,4.32,256014,52367,5818500
4266,6283,9,1889,2007-07-17,163,3.0,2.0,5,1,1,1957-07-29,0,2,4,2,3.4,4.6,3.0,3.82,464166,123778,15472200
4267,5918,3,779,2008-02-04,134,1.0,1.0,2,2,1,1981-02-10,1,3,1,5,3.2,4.4,2.6,3.5,212842,102480,7883050
4268,6095,3,984,2007-10-26,92,1.0,1.0,3,3,1,1999-10-28,0,0,4,4,2.6,4.3,3.8,3.64,395922,92382,13197400
4269,5757,6,2495,2008-04-23,62,4.0,2.0,6,4,1,1991-04-28,2,2,0,4,3.6,3.1,4.9,3.97,436890,112746,14093240
4270,6158,3,973,2007-09-19,69,1.0,1.0,3,1,1,1989-09-23,2,1,4,4,4.5,4.0,4.6,4.33,305961,59218,9869710
4271,5623,2,1986,2008-06-26,21,2.0,1.0,5,1,0,1965-07-07,1,1,1,3,4.4,3.6,4.5,4.24,424313,223943,11786460
4272,1515,9,1829,2011-11-27,134,3.0,2.0,5,0,0,1982-12-04,0,0,1,1,2.2,4.7,2.5,3.42,390277,143102,13009230
4273,1663,3,780,2011-10-16,168,1.0,1.0,2,0,0,1975-10-25,1,2,1,4,2.6,2.7,3.5,2.91,181279,87514,6251000
4274,4347,0,843,2009-10-13,36,1.0,1.0,3,3,0,2000-10-15,2,3,4,1,4.6,3.8,4.7,4.49,225117,13643,6821735
4275,5246,3,913,2008-11-26,185,1.0,1.0,3,1,0,1986-12-02,1,1,1,3,4.6,2.2,3.1,3.19,200553,93591,6685100
4276,4468,7,779,2009-09-15,145,1.0,1.0,2,2,0,1974-09-24,1,3,1,1,2.2,4.3,4.2,3.63,125570,38637,3219750
4277,2300,8,1725,2011-04-25,10,1.0,1.0,4,0,1,1982-05-02,2,1,0,5,2.5,3.9,2.2,2.715,534419,89070,14844980
4278,5878,6,2374,2008-02-23,139,4.0,2.0,6,0,0,1994-02-26,1,3,0,5,2.5,3.4,2.2,2.65,620324,99252,12406480
4279,5465,3,778,2008-08-30,187,1.0,1.0,2,1,0,1987-09-05,0,3,1,3,2.2,3.8,3.0,3.08,272843,36379,9094750
4280,2185,0,989,2011-05-25,117,1.0,1.0,3,1,1,1986-05-31,2,2,0,1,3.2,4.8,2.7,3.27,307393,45205,9040975
4281,2152,7,1624,2011-06-04,81,2.0,2.0,4,0,0,1982-06-11,2,2,1,5,3.4,2.4,2.5,2.74,262313,209850,8743750
4282,5543,9,1989,2008-07-26,133,3.0,2.0,5,1,0,1955-08-09,2,2,0,3,3.2,3.0,4.3,3.44,406131,109765,10976510
4283,1244,7,1381,2012-02-09,48,2.0,2.0,4,1,0,1979-02-17,0,3,1,3,5.0,5.0,4.2,4.68,333523,161708,10106750
4284,1259,7,923,2012-02-06,129,1.0,1.0,3,1,1,2002-02-08,2,1,1,3,3.0,2.5,4.6,3.49,300833,125930,6996125
4285,1916,3,1034,2011-08-10,53,1.0,1.0,3,3,0,2003-08-12,2,2,1,4,2.4,3.8,3.0,3.14,228679,143983,8469580
4286,1638,9,1794,2011-10-22,67,2.0,1.0,4,1,1,1966-11-02,2,2,1,3,2.8,2.2,4.4,3.01,365339,162373,10148300
4287,1376,6,2471,2012-01-09,37,4.0,2.0,6,3,0,1990-01-14,0,0,4,5,3.4,2.8,2.6,2.9,865802,481001,19240040
